MCNo,Event Number,Rating (0-3),E1 (GeV),px1 (GeV/c),py1 (GeV/c),pz1 (GeV/c),E2 (GeV),px2 (GeV/c),py2 (GeV/c),pz2 (GeV/c)
798,878397167,2,16.6249,1.83227,3.30745,16.1889,4.51411,1.44094,0.109526,4.27525
799,878415925,0,11.7322,-2.05219,-0.566752,-11.5369,5.20811,-2.01965,0.626628,-4.75832
800,878484022,0,11.564,-3.59479,0.91685,10.9523,3.33518,-0.447709,-0.910569,3.17533
801,878500664,2,7.06039,1.91706,0.885703,-6.73635,5.21307,-0.713737,2.06439,-4.73221
802,878536082,2,10.1206,2.26969,0.153516,9.861,8.1991,1.59204,2.28473,7.711
803,878550137,2,14.4785,-2.11912,-2.05661,-14.1738,5.21037,0.481641,-1.19809,-5.04672
804,878566322,2,8.97455,-1.09922,-1.29663,-8.81146,6.78881,0.77917,-2.04979,-6.42402
805,878625323,2,8.59942,-0.178098,2.87741,8.10109,3.90695,1.70064,0.347137,3.49863
806,878649791,2,7.21129,-0.00119993,1.52712,-7.04695,3.22031,-0.289338,-0.776478,-3.11008
807,878689398,2,22.4464,-1.68936,-4.07709,-22.008,4.68215,0.621942,-1.7952,-4.27806
808,878702503,2,9.83613,-2.14618,-0.0151701,-9.59854,5.63953,1.92678,-0.638127,-5.26056
809,878725548,3,16.1029,0.452445,9.65333,-12.8802,4.90811,1.13289,4.31496,-2.04354
810,878744637,2,12.1265,3.14044,-0.597984,11.697,3.28309,0.0894853,-1.63944,2.84108
811,878752005,2,3.09617,1.20432,0.772975,-2.74357,7.57296,-2.43852,1.23401,-7.06183
812,878804021,2,10.7323,1.1831,-3.40781,10.1073,7.89309,2.71675,-1.29165,7.29662
813,878810419,0,10.473,2.15856,-1.4479,10.1447,2.77199,-0.982548,-0.192779,2.58267
814,878859547,2,23.6863,-3.57857,5.98468,22.6365,26.7869,-3.47258,3.65582,26.3079
815,878863489,2,9.54209,-0.0992969,6.02109,-7.40115,2.93511,-0.456073,0.864072,-2.7657
816,878910495,0,6.1993,1.31071,-0.129515,-6.05685,4.60861,1.15243,1.83991,-4.06383
817,878958270,2,10.6073,2.26134,0.478894,-10.3519,3.09236,-0.966805,-0.187144,-2.92947
818,878977478,1,3.62389,3.2784,0.836065,1.29405,3.7779,-0.944052,0.0122551,3.6565
819,879012779,2,5.63954,-2.43403,0.371255,5.07257,5.591,-0.383962,-2.35067,5.05717
820,879065360,2,8.08342,-2.13827,-0.979129,7.73302,5.55223,1.06234,-0.99857,5.35634
821,879122963,0,20.3795,-4.29706,-1.27287,-19.8803,3.18818,-0.230669,-1.0879,-2.98607
822,879124790,2,11.9948,2.67078,1.51949,-11.5941,15.3584,5.46311,0.633523,-14.3395
823,879127730,2,7.97239,2.78728,1.86208,-7.23268,4.58578,-1.1943,-0.275377,-4.4177
824,879140145,2,6.02848,-0.334539,1.20229,5.89695,11.7485,-2.72471,0.259007,11.4248
825,879172344,2,9.74973,-1.77744,0.989468,-9.53456,5.91416,0.364454,1.53423,-5.69908
826,879192242,0,8.28684,-1.93008,1.48393,7.92043,5.55701,1.07654,-0.775976,5.3952
827,879212935,0,28.4481,6.8992,-1.57902,27.5534,5.51483,1.40882,-1.84872,4.99996
828,879255714,0,6.22162,4.04452,0.476507,-4.70236,4.88253,0.636704,-1.22171,-4.68295
829,879268879,2,12.4055,2.73936,-1.51055,12.0042,3.67437,0.0573858,-1.27823,3.44277
830,879281418,2,12.7557,4.18518,0.830497,-12.0205,5.87322,0.522105,1.63485,-5.61589
831,879306017,2,8.88707,-3.08515,-1.28623,8.23386,2.72216,0.585164,-0.421481,2.62277
832,879312013,0,33.9058,1.81984,-10.1086,-32.3125,3.81401,1.07316,-0.967228,-3.52822
833,879366440,2,7.37178,-1.97871,-1.80878,-6.86622,4.18217,0.817546,-1.23813,-3.90871
834,879374872,2,8.90277,2.10422,1.44044,8.5291,9.12302,1.50385,-0.664181,8.97305
835,879379253,0,9.53367,-1.30843,-1.38938,-9.34009,5.22058,1.41329,0.156168,-5.0221
836,879414520,2,12.4978,1.71332,-2.31423,-12.1611,6.16164,-1.11627,-0.276656,-6.05244
837,879420281,2,7.85932,1.34453,1.29592,-7.63351,5.74586,1.4902,-0.995056,-5.45829
838,879420577,2,8.9305,-2.30371,-0.471138,-8.61473,3.55807,0.0802139,-1.51011,-3.21898
839,879423798,0,6.21435,-1.2112,-0.00767704,-6.09425,29.3076,3.2266,4.07598,-28.8427
840,879437374,0,10.3905,-1.72354,2.58639,-9.91415,5.50111,0.795468,-0.777508,-5.38644
841,879461280,2,12.4172,0.859855,-4.89799,11.3774,8.83594,2.08586,-1.50705,8.45226
842,879461561,2,10.2205,-3.85743,-0.57616,9.44648,4.07884,-0.211346,-1.57137,3.75658
843,879488367,2,9.14331,2.58794,1.0049,8.71101,6.71762,1.82906,-1.85357,6.19146
844,879490945,2,27.1324,5.45789,2.74891,-26.435,5.35804,1.40459,-0.780762,-5.11029
845,879495583,2,5.49884,2.00495,-0.703611,-5.07062,4.76363,0.86027,1.33727,-4.48917
846,879548040,0,23.7853,3.45686,2.46172,23.4034,3.45973,0.782496,-1.22644,3.13721
847,879674554,2,10.3216,-0.423579,2.61513,-9.97525,7.04163,-2.13399,1.11179,-6.6169
848,879691240,2,7.25404,-3.52044,1.4469,6.17437,7.11628,0.443811,-1.40462,6.96135
849,879705213,2,9.97142,-3.23697,-3.45183,8.77639,5.08402,0.23174,-1.90093,4.70838
850,879719560,2,10.1695,1.56588,-3.15429,-9.5397,9.0193,-0.379958,-1.6452,-8.85921
851,879760130,2,23.7389,-7.5718,-5.05846,-21.9227,16.2633,-3.08076,-5.44736,-15.0106
852,879827799,2,23.7564,2.24066,6.49945,22.7397,9.16789,2.86175,1.45371,8.58698
853,879855657,2,11.0952,-1.56204,1.7533,-10.8433,5.56187,1.13342,1.04749,-5.34241
854,879858039,2,7.93821,-0.49454,2.77014,-7.42198,7.85313,1.5283,1.45466,-7.56364
855,879882568,2,6.83881,0.800767,1.05847,6.70795,6.17716,-1.50737,0.256615,5.98399
856,879892066,2,14.9565,4.25344,-0.133633,14.3379,4.22866,0.22677,-0.77489,4.14952
857,879911553,2,6.65025,-3.06079,-1.75724,5.63545,4.65759,1.21924,-1.67566,4.16985
858,879964355,0,11.1287,2.13855,-3.76569,-10.251,6.31822,-1.38132,-0.15999,-6.1624
859,879997307,3,19.0561,-2.11196,3.4062,18.6296,22.3759,-3.93081,1.0843,22.0009
860,880070089,0,7.73308,-3.28476,-1.54893,-6.82646,6.0709,0.366444,1.15872,-5.94707
861,880091353,2,9.04152,-1.12943,1.39084,8.86159,3.96188,1.00295,1.23663,3.62632
862,880104058,3,10.4774,-6.10526,8.37716,-1.52082,3.98547,-3.54547,1.74624,-0.503113
863,880165792,2,9.57722,0.256198,2.95184,-9.10676,4.15312,-0.88165,0.426243,-4.03464
864,880190892,2,7.5672,-0.453738,-2.29112,-7.19696,3.81485,1.47746,-0.359387,-3.49712
865,880217897,2,7.28296,2.31247,-0.695317,-6.87018,3.04768,0.28265,0.873093,-2.90431
866,880220960,2,13.8802,1.50343,3.33106,-13.39,9.93023,2.89415,1.52827,-9.37479
867,880358096,2,7.50997,-1.85865,-0.737259,-7.23811,3.11813,0.616935,-1.02157,-2.87877
868,880380924,0,11.2691,1.30194,2.70481,-10.8614,3.7451,-1.3307,-0.487485,-3.465
869,880401390,2,6.7904,-0.813892,2.16032,6.38506,7.08711,1.38931,0.829648,6.89909
870,880405400,0,12.8769,1.1768,2.16452,-12.6386,3.21497,0.412648,-1.15429,-2.97022
871,880409476,2,9.03717,-0.160328,1.73807,8.86638,6.44374,-1.84361,0.457,6.15653
872,880422255,2,5.53938,0.892941,1.33956,-5.29922,7.7521,1.60244,-1.05803,-7.50977
873,880444290,2,7.43337,2.24205,2.18758,6.7403,3.29571,-0.933238,1.1256,2.95171
874,880448257,2,11.0713,-2.4274,-0.513815,10.7892,2.75392,-0.297185,0.855098,2.59873
875,880479243,2,12.3661,1.98508,0.997903,-12.1644,6.05545,1.65413,-1.36734,-5.6614
876,880494166,0,13.0403,-1.14553,-2.24729,12.7936,10.8781,0.461437,-4.25144,10.0017
877,880520411,0,6.90527,-2.82425,-3.43299,-5.28298,10.7815,-4.31418,-2.84213,-9.46257
878,880529408,2,9.17404,1.96859,-1.16348,8.88385,4.82422,-0.105765,-1.5157,4.57749
879,880532336,2,8.00038,0.0908462,-2.91633,7.4486,6.60982,2.05144,-0.577408,6.25593
880,880533444,2,15.9773,-3.51784,2.43797,-15.393,3.72233,-0.411121,-1.01886,-3.55492
881,880570477,2,16.2059,2.70002,2.03107,15.8494,4.25747,-0.164486,1.48716,3.9845
882,880619134,3,4.95486,-1.43225,-0.655307,4.69667,7.5893,0.536522,-1.89028,7.32976
883,894011654,2,9.95695,-0.71517,-2.01607,9.72387,7.80628,-2.1614,-0.525843,7.48189
884,894079360,2,7.0093,-2.08393,-0.29224,6.68512,7.63958,-0.273534,-1.67536,7.44784
885,894083297,0,8.78982,-3.41923,-0.88793,-8.04799,15.2677,-2.57787,-1.9567,-14.9204
886,894101519,0,6.81568,4.20253,-2.04673,-4.95904,2.99519,0.651778,-0.477839,-2.88216
887,894141930,0,6.84298,-1.89631,0.735525,-6.53286,4.43518,0.700454,-0.460379,-4.35397
888,894158936,2,9.78021,2.60948,-0.224359,-9.4224,3.65016,0.216941,-1.73814,-3.20068
889,894162101,2,14.3097,1.62822,-4.49643,13.4866,12.9689,-1.07932,-3.10575,12.5448
890,894168210,2,8.74887,1.23734,-1.58071,8.51481,4.96267,-1.73471,-1.91348,4.23631
891,894174534,0,7.35589,1.6634,1.39111,-7.02822,2.96919,-0.725622,0.532335,-2.82754
892,894201936,2,11.9749,-0.274365,2.25901,11.7562,6.693,1.26308,0.455356,6.55609
893,894204718,2,2.87938,0.792799,-0.636569,-2.69183,13.7689,-2.61455,-0.712874,-13.4992
894,894209466,0,14.5189,-2.65637,-1.94946,-14.1397,6.28341,-0.842264,-2.4047,-5.74266
895,894265895,0,7.76735,2.66986,-1.75781,-7.07831,2.63915,-0.838616,-0.508156,-2.44795
896,894297342,2,22.0613,1.38773,-5.79731,21.2404,6.25089,-1.38303,-1.20793,5.97416
897,894354935,0,9.26673,0.240297,1.91521,9.06286,3.60171,0.703319,-0.489533,3.49669
898,894356072,2,13.397,-4.16298,-2.17161,-12.5468,5.76836,0.0979884,-1.26775,-5.62548
899,894470762,0,6.85436,3.90003,5.54637,0.999306,3.43721,-0.331207,3.36334,0.617666
900,894514155,2,4.7269,-0.942011,-1.9078,-4.21964,3.32705,1.02981,-0.314036,-3.14626
901,894544558,0,7.04226,0.259431,-2.42106,6.60707,5.07933,-0.918846,1.63226,4.72016
902,894545667,2,4.61996,-0.87117,-0.620621,4.49319,3.14003,0.912657,1.21906,2.74401
903,894569213,2,6.68565,-1.12139,-0.968161,6.51859,3.64732,1.41658,0.448144,3.3293
904,894629947,2,6.76224,-2.5479,-6.72E-05,6.26298,4.30314,-0.285596,-1.54236,4.00568
905,894646073,2,6.14541,-0.394473,1.02937,-6.04481,12.8956,2.67825,-1.17819,-12.5588
906,894658446,2,5.81196,2.2783,-1.37056,-5.16707,7.7231,2.58126,2.0097,-6.99524
907,894679747,2,4.29713,0.81344,0.662333,-4.16579,6.12869,0.319896,-1.83205,-5.83875
908,894684716,2,8.46187,2.74406,-1.35076,-7.88908,7.11375,0.422399,-1.63186,-6.91034
909,894688648,2,8.48491,1.22528,2.52082,8.00791,7.22786,-1.60204,1.16058,6.95107
910,894702595,2,8.58933,1.80911,1.31302,-8.29268,5.07258,-0.379708,1.9506,-4.66593
911,894703750,2,7.0483,0.131617,-2.14702,6.71121,5.04176,2.22418,1.84674,4.12926
912,894715400,2,21.4091,-4.71375,0.123478,20.8831,7.22331,-1.07349,-1.06927,7.06182
913,894749513,2,11.5903,-3.39122,3.16725,10.6204,4.71453,0.349745,1.75683,4.35968
914,894772869,0,18.5406,3.64498,1.90448,18.0785,3.0159,0.605193,-0.543381,2.90223
915,894797095,2,8.30981,3.28698,1.43506,-7.49521,7.54632,2.04923,-1.53572,-7.09774
916,894854926,2,12.291,2.01091,-0.745559,12.1019,3.1143,-0.361768,-1.12839,2.87812
917,894857657,0,8.48353,0.669786,-1.89105,8.24224,5.16917,-2.0508,-1.09728,4.61513
918,894933107,2,11.0082,0.515058,-2.29828,-10.7528,4.4274,-1.08075,-0.767205,-4.22304
919,894939628,2,10.0417,0.58612,-2.75874,9.63693,3.66962,-1.29612,-1.21459,3.20933
920,894946450,2,10.3571,1.37366,2.03979,-10.0603,7.56262,-0.746015,1.26399,-7.41808
921,894950060,2,8.64545,-0.848394,3.25996,7.96151,4.72896,-1.04103,0.163318,4.60885
922,894955746,2,7.53496,1.73877,1.89618,-7.08136,4.59833,-1.91627,1.5616,-3.87593
923,894968881,0,9.12506,-0.874114,2.71921,-8.66588,6.89796,1.14477,0.702422,-6.76511
924,894977057,0,6.7096,1.06529,2.58925,-6.0966,4.89345,0.179443,-2.08414,-4.42253
925,895029786,2,10.3689,-1.96026,-0.309766,-10.1766,8.63765,-2.91151,2.04595,-7.86988
926,895058625,2,15.7949,-3.52277,0.144749,15.396,5.44163,-1.18823,1.36674,5.13033
927,895064185,2,13.4385,-2.70786,-3.24774,12.7554,5.06651,0.378041,-1.07482,4.9356
928,895085147,2,7.71208,1.31713,1.48165,7.45217,3.49329,-0.781217,1.07645,3.22844
929,895141495,2,8.05043,-0.955816,-2.73811,-7.50916,8.12983,1.35159,-1.19106,-7.92702
930,895179942,2,7.65681,-0.87549,1.6271,7.42978,5.96976,1.15346,1.63242,5.6242
931,895180384,2,7.03893,1.20824,0.359458,6.92432,3.25075,-0.154024,1.65592,2.79113
932,895197005,0,13.4439,-1.74679,1.57702,-13.2359,5.67607,1.01204,-0.210235,-5.58016
933,895232591,0,5.72011,0.956702,0.8461,5.5747,6.94831,-1.37831,0.921914,6.74672
934,895235093,2,20.1728,-4.5815,-2.38084,-19.5006,9.96229,-2.6277,0.907962,-9.56593
935,895244232,2,8.02183,1.01105,1.36403,-7.83938,9.69366,-0.960509,2.23895,-9.38192
936,895249856,2,9.74845,-0.144407,3.54894,9.07774,3.86183,0.749081,0.294498,3.77554
937,895305432,2,27.3157,-7.4891,-0.227492,-26.2678,9.98091,-1.72177,-0.92146,-9.78743
938,895426168,0,6.38234,1.49717,2.53588,-5.66135,4.95401,-0.259328,-2.19021,-4.43472
939,895459204,2,30.1895,7.02026,-5.47836,-28.8461,3.59327,-0.274447,-1.2199,-3.36704
940,895522118,0,13.2584,1.26446,2.10148,13.0291,4.05279,1.11066,-0.744532,3.8244
941,895572419,2,9.74905,-0.30535,3.12811,-9.22792,2.94797,-0.756116,-0.0228185,-2.8473
942,895594568,2,16.6208,4.10339,-0.663934,-16.0923,4.95826,-1.36634,-0.821584,-4.69375
943,895597609,2,5.1633,1.10063,1.7812,-4.71852,5.97532,-2.34946,1.65376,-5.23816
944,895609377,2,16.2612,-1.6882,5.68045,15.1426,2.88658,-0.722972,-0.0431236,2.79224
945,895650280,0,7.10475,0.60382,0.902718,-7.02046,6.57478,1.74572,-0.675579,-6.30179
946,895665366,2,12.2433,1.89093,-1.43291,12.0107,5.11088,-0.29106,-1.98071,4.70128
947,895671290,2,14.2288,1.75572,2.88227,13.8224,3.06628,-0.926466,0.726062,2.82938
948,895681867,0,10.4064,-0.858372,2.0208,10.1716,8.1696,-1.25239,-0.957774,8.01532
949,895699576,2,10.4157,-1.24577,2.49838,-10.0341,5.03747,-1.36317,-0.345674,-4.83604
950,895716638,2,15.1185,-0.228591,3.5371,14.6967,5.84501,0.452636,-1.37284,5.66245
951,895735378,0,6.80317,2.22075,2.00008,6.11064,5.74233,-0.462013,-1.61474,5.49021
952,895742771,2,5.84605,-3.07565,1.04768,-4.85879,4.64995,1.23947,-0.289211,-4.47112
953,895775696,0,16.1156,1.4872,-2.49228,15.8518,2.8317,1.024,0.0522194,2.63743
954,895810069,0,26.4325,-9.07393,-2.70927,-24.6777,3.16914,-0.217472,-0.762509,-3.06652
955,895833895,0,12.2879,1.33742,-1.98136,-12.0527,6.66114,-0.453393,1.11524,-6.55059
956,895963470,0,6.64133,2.87602,-1.22985,5.85765,3.6339,-1.01055,-0.624929,3.43253
957,895982754,2,10.4507,-2.55588,-1.98683,-9.9361,2.76517,0.351308,-0.614375,-2.67098
958,896004464,2,13.0406,-3.29839,1.79249,12.4881,3.6903,-0.872894,-0.7293,3.50904
959,896043080,0,7.9438,-0.24107,1.5447,7.78772,4.05728,-0.671869,-0.53055,3.96452
960,896110493,0,7.99016,0.406953,1.51429,-7.83408,3.39328,-0.379044,-0.830836,-3.26637
961,896135349,0,7.00166,0.967542,1.03289,-6.85632,3.87394,-0.963328,-0.271173,-3.74095
962,896171015,2,14.2117,-4.56273,-0.564976,13.447,4.46483,-0.674946,1.00983,4.29514
963,896206197,2,5.14977,0.082224,-2.18076,4.66332,5.99367,1.30153,0.411421,5.83521
964,896244338,2,4.11165,1.85716,-0.253693,3.65802,6.57972,-0.304578,-3.32827,5.6667
965,896282943,2,7.6365,-0.0973671,3.16308,-6.94913,5.1218,3.12529,-0.0140681,-4.05635
966,896300333,2,10.9393,0.113519,3.67411,10.3027,3.21282,0.875087,0.204962,3.08274
967,896364038,2,10.2981,1.28681,1.58628,10.0929,3.14214,-0.729431,0.492935,3.01444
968,896368769,2,8.19267,0.623754,2.07954,7.89905,3.31461,0.974821,-1.04539,2.98871
969,896396650,0,11.621,0.0561286,-2.55327,11.3364,3.47749,-0.577488,0.531983,3.38605
970,896398650,2,11.8945,2.36756,-2.68547,-11.3424,5.63432,-0.755123,-0.97269,-5.4971
971,896403616,2,12.4759,0.9158,3.149,-12.0367,3.16771,-1.33459,0.632334,-2.8004
972,896412809,2,8.25211,-0.801681,2.3547,7.86758,3.07383,0.861244,0.171325,2.94384
973,896457845,2,13.6177,1.50412,-4.3759,-12.807,5.90061,1.8918,-0.510987,-5.56471
974,896462559,2,10.4332,-2.16955,-2.18651,9.9676,2.8789,-0.650812,0.785941,2.68991
975,896488245,2,15.1392,0.440459,-3.80595,-14.646,3.15639,0.916021,0.343704,-2.99907
976,896505159,2,11.519,1.86077,1.56453,11.2591,3.03068,-0.714795,1.10907,2.72634
977,896505475,2,7.14356,-3.35873,-1.29236,6.16993,4.31467,-1.78624,1.11424,3.76471
978,896533398,2,2.76287,0.91106,0.465724,2.56425,8.20246,0.716908,-2.11924,7.89076
979,896557279,0,11.4535,-0.854821,4.56179,10.4704,4.8691,0.304108,-1.01306,4.75165
980,896560315,2,9.42721,1.99979,-2.55384,8.85098,3.46644,0.970301,0.635197,3.26497
981,896576250,2,7.03365,-1.57654,-1.82673,6.60595,7.20522,-1.73665,1.18538,6.89078
982,896609448,2,12.2065,-2.27418,0.556683,-11.9794,4.11245,-1.1402,-1.3569,-3.70943
983,899338306,2,10.1831,-2.35108,-1.59753,9.77775,4.15967,-0.322517,1.2162,3.96339
984,899394657,2,9.09435,-1.67612,1.44131,-8.82096,4.08554,0.461735,-0.82676,-3.97288
985,899403666,2,15.4295,-0.913393,5.00362,-14.5667,7.13584,0.92807,1.52889,-6.90726
986,899411977,2,5.76672,0.529588,-2.72099,5.05566,5.16028,-0.241947,1.77354,4.83873
987,899424370,3,18.8809,-5.19579,1.63596,-18.0778,31.3276,-4.15406,4.14943,-30.7722
988,899480463,0,7.6553,1.5467,1.57379,-7.32962,7.59516,-0.682486,2.17414,-7.24449
989,899555811,0,7.3634,-1.09275,1.35074,7.15471,5.80316,0.328231,-1.17737,5.672
990,899563669,2,9.54412,-0.840636,3.51535,-8.83259,5.35482,0.837283,0.667236,-5.24563
991,899568795,2,6.15571,-0.300584,-1.19337,6.03052,3.43932,0.301332,1.26959,3.18043
992,899590846,2,9.88422,-2.01136,2.54754,-9.33548,6.73954,0.751056,1.65048,-6.49015
993,899630606,2,19.6831,-4.67495,-2.49977,18.9555,6.86548,-0.369192,-1.19454,6.74985
994,899632059,2,7.88644,-1.15867,-2.67944,7.32549,6.91908,0.915176,-0.981527,6.78687
995,899737836,2,8.8639,0.335947,2.08689,-8.60753,7.51657,-0.0473201,-2.5858,-7.05685
996,899750230,2,7.60899,0.198275,-5.21337,-5.53778,3.37205,1.34639,-0.746957,-2.99814
997,899758408,2,10.7486,-2.57916,-1.17403,-10.3678,5.88596,-0.266392,-2.52279,-5.31016
998,899803149,0,4.70034,1.46756,-0.786013,4.39437,3.57598,-0.328745,1.2506,3.33232
999,899812979,0,8.77487,-1.08238,-2.02422,-8.46866,4.22994,-1.47532,0.930518,-3.85212
1000,899833029,2,7.03096,-1.68013,0.308807,-6.81946,8.11605,-0.687612,-1.64324,-7.91745
1001,899835358,2,8.04979,0.116237,1.76615,7.85208,5.16445,2.06171,0.591451,4.6968
1002,899881060,2,16.0075,0.0144355,2.8974,-15.7427,3.44619,-1.60327,0.766778,-2.95071
1003,899891433,2,9.91263,-4.2257,-4.9078,-7.50373,4.19821,-3.23237,-0.800677,-2.55431
1004,899903035,2,12.9257,-2.06754,2.98629,12.4044,5.75163,1.07704,0.375935,5.63637
1005,899911716,2,16.2005,-3.0994,0.743689,-15.8835,4.44733,-0.933606,1.46494,-4.09267
1006,899981166,0,6.94674,-1.00623,2.52033,-6.39386,5.45347,-0.920055,-0.789469,-5.31595
1007,900043060,0,8.05157,-1.14012,-1.48229,7.83068,3.47525,0.611336,0.626423,3.36156
1008,900055795,0,22.2799,3.49465,-5.83434,-21.2163,5.22084,0.351658,-2.80213,-4.38981
1009,900086249,2,11.5599,4.4621,-0.924782,-10.6233,7.70616,2.20881,1.30412,-7.26596
1010,900126982,0,8.31076,0.797603,-1.8367,-8.06523,4.49185,-0.855969,0.986999,-4.29636
1011,900132928,2,8.78298,0.618235,-1.80647,8.57229,7.4849,2.07243,0.335273,7.18368
1012,900137206,2,11.5019,0.62648,2.1498,-11.2813,3.31013,1.1521,-0.152639,-3.09761
1013,900138770,2,11.1741,-0.181258,2.49857,10.8891,3.41312,-0.806608,-0.354303,3.29577
1014,900146892,2,14.7757,-4.30443,-0.0111766,14.1344,4.79551,-1.16605,1.97378,4.21073
1015,900149586,2,11.4654,3.29341,-3.18815,10.5087,7.01319,-0.442847,-2.77178,6.4261
1016,900174622,2,7.94205,-1.39349,-1.02548,-7.75058,6.38107,1.47939,-0.722994,-6.16405
1017,900177412,2,6.37778,-1.21446,-0.0305002,-6.26012,4.52006,1.3157,-1.53566,-4.0411
1018,900178958,2,7.86485,-4.48474,-0.937039,-6.39169,2.89975,1.06362,-0.399385,-2.66582
1019,900263942,2,11.9777,3.79331,-2.9549,-10.9697,3.01594,0.648252,0.751744,-2.84594
1020,900348820,0,6.08602,-0.826961,1.60019,5.8124,3.59165,0.923346,-0.199359,3.46359
1021,900357871,2,8.71175,-1.26579,1.20089,8.53458,3.73178,0.187537,-0.780256,3.64295
1022,900381670,0,9.69718,2.06974,0.815516,-9.43797,4.4499,-0.69432,-0.502897,-4.36525
1023,900425848,2,21.3186,3.48023,-0.980289,21.0095,3.05761,-0.0966887,-1.24874,2.78731
1024,900430488,2,21.7136,-2.09753,-5.32389,20.9457,14.4151,-3.50365,-3.26566,13.5958
1025,900474445,2,8.27724,0.663558,2.20152,-7.95076,3.52089,-0.428919,-0.734469,-3.41498
1026,900485200,2,7.19873,-1.6421,-0.944958,6.94414,6.05892,0.489459,-1.24152,5.90918
1027,900541871,0,5.46493,1.08531,-2.84538,4.53655,3.39694,0.896285,-0.097734,3.2734
1028,900546068,2,12.7151,2.46301,2.64139,-12.1909,10.1409,-0.293546,2.36122,-9.85727
1029,900573056,2,13.2559,1.37761,1.74884,-13.0671,6.07298,-1.07818,-0.617154,-5.94361
1030,900621279,0,11.5825,0.10181,-2.57103,11.2926,4.43193,-1.0455,-1.81434,3.9046
1031,900656928,2,13.1386,3.60488,1.55912,-12.5373,8.79586,1.35237,2.30105,-8.38047
1032,900667314,2,12.7995,-0.545224,-2.37816,-12.5644,4.84859,1.14431,0.526893,-4.68088
1033,900684567,2,10.8665,-2.2108,-0.975895,-10.5939,6.32221,-1.48211,1.80406,-5.87435
1034,900695107,0,13.9622,-1.22825,2.29938,13.7163,7.06345,-1.31936,-1.3941,6.79683
1035,900757926,0,9.32941,2.64576,0.0285141,-8.94572,3.09607,-0.2309,-1.06666,-2.89542
1036,900808133,3,10.9332,-0.967858,-2.34962,10.6333,8.99881,1.23143,1.848,8.71985
1037,900830310,0,3.34809,-0.91612,-0.769826,-3.12517,18.0964,0.17993,-4.29006,-17.5793
1038,900834226,0,7.38202,1.14391,1.2087,-7.19122,4.66504,1.0621,2.71852,-3.63772
1039,900846403,3,5.78086,-2.12403,0.760756,5.32136,6.57199,2.69217,0.968955,5.91551
1040,900874306,2,9.81606,-1.59028,-1.16175,9.61589,9.78999,-3.59971,0.424248,9.09367
1041,900925226,0,7.38846,1.17528,1.18002,7.19753,3.78023,-0.204611,-1.26194,3.55592
1042,900955002,0,10.4056,-3.42602,2.69479,9.44802,4.69936,0.741556,-0.883005,4.55447
1043,900964678,2,23.9098,-2.25342,-3.58889,-23.531,5.90737,0.476834,-1.64619,-5.6523
1044,900965085,0,8.779,1.55094,1.80774,8.44905,3.53033,1.73175,0.110932,3.07258
1045,900968416,0,18.7476,-2.19209,2.77077,18.4114,4.36808,-1.8691,0.210881,3.94094
1046,900983106,2,9.20137,-1.68945,2.86385,8.57894,4.73371,0.799824,1.03021,4.54926
1047,901021774,2,11.6141,0.533231,-2.08273,-11.4129,5.01348,1.46186,-0.0234588,-4.79439
1048,901087954,2,13.4715,-2.56301,-2.33761,13.0168,2.96116,-0.77904,0.638169,2.78265
1049,901113035,3,13.0241,-2.07674,1.5551,-12.7626,8.22451,0.572981,2.47525,-7.82152
1050,901133998,2,15.2899,2.70082,1.27017,14.9954,5.05928,0.376641,1.6531,4.76555
1051,901138346,0,6.46188,-3.83117,-4.19499,-3.07715,3.86349,-1.03817,0.615699,-3.66859
1052,901151265,0,17.7783,0.236183,5.10555,-17.0275,3.11702,-1.36091,0.377136,-2.77675
1053,901157463,3,10.0354,2.06041,0.758767,-9.79169,8.55428,3.57442,1.99908,-7.50945
1054,901163435,3,3.69371,3.33078,1.38548,-0.786528,3.71595,3.15549,-1.94547,-0.234789
1055,901196295,2,10.1029,0.108301,-1.93871,-9.91403,4.52046,-1.55156,-0.586034,-4.20388
1056,901227285,2,14.7863,-0.503129,2.82337,14.5051,3.43498,0.744582,-0.321778,3.33616
1057,901230999,2,12.0833,-1.27804,3.85523,-11.3797,5.28878,1.99901,1.12454,-4.76439
1058,901248335,2,8.79446,-3.6004,1.09353,7.94812,6.95449,-1.05888,1.45089,6.7177
1059,901272534,0,9.80556,-0.817905,-1.89413,9.58547,3.27592,0.41765,1.55439,2.8513
1060,901283805,2,12.237,4.07553,0.534124,-11.5256,8.89203,1.29685,1.74178,-8.62215
1061,901341517,0,7.10281,1.26695,1.31343,6.86357,2.7647,-1.21749,0.0739345,2.47884
1062,901390814,3,7.02703,1.50273,0.110887,-6.86276,6.65387,0.297,-2.68691,-6.07908
1063,901404454,2,6.65551,0.458658,-2.37405,-6.19985,3.20308,0.747865,0.212777,-3.10547
1064,901404499,2,20.4986,-0.623743,-4.18568,20.0567,11.5203,0.730129,-3.68546,10.8899
1065,901433412,2,10.802,0.515772,3.28426,-10.2771,3.63934,0.818472,-0.318034,-3.53023
1066,901447258,2,6.75819,1.96043,-1.46281,6.29912,4.44652,-0.522997,-1.23122,4.23922
1067,901465276,2,16.9326,-0.969835,3.77862,-16.4767,4.09598,1.05284,-0.290704,-3.94625
1068,901519512,2,14.7752,1.81985,1.79586,14.5519,3.50076,-0.674155,1.17529,3.2262
